"datasetName","decimalLongitude","decimalLatitude","depth","scientificName"
"obis",-80.2220333,25.2952667,3.2,"Pomacanthus paru"
"obis",-80.3795,25.0725,3.4,"Pomacanthus paru"
"obis",-81.67283,24.50267,5.8,"Pomacanthus paru"
"obis",-80.2216167,25.2157667,4.9,"Pomacanthus paru"
"obis",-83.101333,24.618033,26.3,"Pomacanthus paru"
"obis",-80.6396166,24.8303167,29.3,"Pomacanthus paru"
"obis",-83.098567,24.611867,25.2,"Pomacanthus paru"
"obis",-81.988,24.442567,23,"Pomacanthus paru"
"obis",-80.4145166,24.9806501,20.7,"Pomacanthus paru"
"obis",-83.0835,24.6724833,21.6,"Pomacanthus paru"
"obis",-80.1709166,25.2979667,9.5,"Pomacanthus paru"
"obis",-82.90735,24.58754,10.6,"Pomacanthus paru"
"obis",-81.7123167,24.4796167,9.8,"Pomacanthus paru"
"obis",-82.88503,24.59193,7.3,"Pomacanthus paru"
"obis",-82.94127,24.59484,14.2,"Pomacanthus paru"
"obis",-82.9590833,24.60855,10.8,"Pomacanthus paru"
"obis",-83.0083667,24.6849,21.6,"Pomacanthus paru"
"obis",-82.98818,24.71494,16.2,"Pomacanthus paru"
"obis",-80.13584,25.52861,5.7,"Pomacanthus paru"
"obis",-83.01354,24.68603,21.8,"Pomacanthus paru"
"obis",-80.15623,25.41927,4.6,"Pomacanthus paru"
"obis",-80.3936166,25.0048333,3.8,"Pomacanthus paru"
"obis",-81.081633,24.64175,5.5,"Pomacanthus paru"
"obis",-83.0508,24.66525,13.7,"Pomacanthus paru"
"obis",-80.0946832,25.5552,15.2,"Pomacanthus paru"
"obis",-81.9864166,24.45055,10.7,"Pomacanthus paru"
"obis",-83.04138,24.71158,24.7,"Pomacanthus paru"
"obis",-80.314517,25.073817,13.1,"Pomacanthus paru"
"obis",-81.15587,24.62157,7.6,"Pomacanthus paru"
"obis",-80.6976166,24.7919667,10.8,"Pomacanthus paru"
"obis",-82.872,24.6069,15.4,"Pomacanthus paru"
"obis",-80.6135332,24.9043334,4.3,"Pomacanthus paru"
"obis",-80.170799,25.329224,10.1,"Pomacanthus paru"
"obis",-80.55,24.9343,5.2,"Pomacanthus paru"
"obis",-80.1484332,25.4862667,4.3,"Pomacanthus paru"
"obis",-80.2761499,25.1184,14.9,"Pomacanthus paru"
"obis",-81.0523667,24.6400833,18.9,"Pomacanthus paru"
"obis",-80.40783,25.01783,2.6,"Pomacanthus paru"
"obis",-83.03879,24.63638,17.5,"Pomacanthus paru"
"obis",-81.5846833,24.5517667,4.6,"Pomacanthus paru"
"obis",-81.7518,24.4709667,20.3,"Pomacanthus paru"
"obis",-83.033583,24.682267,17.1,"Pomacanthus paru"
"obis",-82.99765,24.6678,23.5,"Pomacanthus paru"
"obis",-80.3258,25.0693167,6.9,"Pomacanthus paru"
"obis",-75.8661389,9.7055278,4.5,"Pomacanthus paru"
"obis",-80.37667,25.012,8.8,"Pomacanthus paru"
"obis",-80.3766666,25.012,6.3,"Pomacanthus paru"
"obis",-81.3955,24.615,1.8,"Pomacanthus paru"
"obis",-80.7718333,24.7557667,7.2,"Pomacanthus paru"
"obis",-80.2167332,25.2034,5.3,"Pomacanthus paru"
"obis",-81.3898333,24.567,7.2,"Pomacanthus paru"
"obis",-81.42675,24.555133,10.1,"Pomacanthus paru"
"obis",-81.09092,24.63236,4.1,"Pomacanthus paru"
"obis",-83.0554833,24.6791333,18.6,"Pomacanthus paru"
"obis",-80.2182667,25.2253167,5.2,"Pomacanthus paru"
"obis",-80.2927167,25.1320667,7,"Pomacanthus paru"
"obis",-82.9577,24.61915,9.8,"Pomacanthus paru"
"obis",-83.01645,24.678717,24,"Pomacanthus paru"
"obis",-82.876483,24.669467,10.4,"Pomacanthus paru"
"obis",-80.0916666,25.6266667,8.5,"Pomacanthus paru"
"obis",-83.0147833,24.6626833,16.6,"Pomacanthus paru"
"obis",-80.2160832,25.2142667,5,"Pomacanthus paru"
"obis",-80.5482167,24.9375,3.4,"Pomacanthus paru"
"obis",-82.7735833,24.6838667,15.1,"Pomacanthus paru"
"obis",-80.2938833,25.1454333,4.4,"Pomacanthus paru"
"obis",-81.577233,24.5071,12.3,"Pomacanthus paru"
"obis",-81.01625,24.6941167,7.6,"Pomacanthus paru"
"obis",-83.0821333,24.6724167,21.8,"Pomacanthus paru"
"obis",-80.8253333,24.7163167,32.9,"Pomacanthus paru"
"obis",-80.50185,24.93671,5.4,"Pomacanthus paru"
"obis",-80.5042667,24.9214167,10.8,"Pomacanthus paru"
"obis",-80.50534,24.92259,6.7,"Pomacanthus paru"
"obis",-82.8146,24.725683,18.9,"Pomacanthus paru"
"obis",-80.2862999,25.1583167,6.4,"Pomacanthus paru"
"obis",-83.098883,24.634067,21.9,"Pomacanthus paru"
"obis",-80.3621667,25.0311833,8.8,"Pomacanthus paru"
"obis",-81.6574167,24.526,7,"Pomacanthus paru"
"obis",-81.7550833,24.4728667,14.2,"Pomacanthus paru"
"obis",-80.1265667,25.4842667,7.3,"Pomacanthus paru"
"obis",-83.05245,24.6890167,23,"Pomacanthus paru"
"obis",-82.786,24.65159,13.6,"Pomacanthus paru"
"obis",-80.294833,25.1389,4.1,"Pomacanthus paru"
"obis",-67.20057,18.23353,11,"Pomacanthus paru"
"obis",-82.939317,24.6554,19.1,"Pomacanthus paru"
"obis",-81.3936166,24.5843667,9.1,"Pomacanthus paru"
"obis",-82.92215,24.5566667,21,"Pomacanthus paru"
"obis",-81.3931166,24.56705,7.6,"Pomacanthus paru"
"obis",-81.753317,24.469283,21.3,"Pomacanthus paru"
"obis",-80.2049,25.21945,17.7,"Pomacanthus paru"
"obis",-80.34739,25.03217,26.5,"Pomacanthus paru"
"obis",-80.16838,25.385,2.3,"Pomacanthus paru"
"obis",-80.4144,24.9875,3.7,"Pomacanthus paru"
"obis",-80.130417,25.471948,5.2,"Pomacanthus paru"
"obis",-80.1964999,25.40755,3.2,"Pomacanthus paru"
"obis",-81.6566,24.4911167,13.9,"Pomacanthus paru"
"obis",-80.7259999,24.7691334,21.3,"Pomacanthus paru"
"obis",-80.22,25.211,5.5,"Pomacanthus paru"
"obis",-81.02465,24.6487167,17.7,"Pomacanthus paru"
"obis",-80.0979833,25.5746167,12.3,"Pomacanthus paru"
"obis",-80.37667,25.012,7.5,"Pomacanthus paru"
"obis",-80.2128333,25.2067,13.9,"Pomacanthus paru"
"obis",-80.5488666,24.9349167,6.6,"Pomacanthus paru"
"obis",-82.93079,24.64285,7.2,"Pomacanthus paru"
"obis",-83.0728667,24.6470667,17.7,"Pomacanthus paru"
"obis",-81.5339833,24.5183167,10.1,"Pomacanthus paru"
"obis",-81.000017,24.666083,7.2,"Pomacanthus paru"
"obis",-83.1032167,24.6345,25.3,"Pomacanthus paru"
"obis",-82.9993833,24.69965,19.7,"Pomacanthus paru"
"obis",-81.3846999,24.5681,7.3,"Pomacanthus paru"
"obis",-82.94595,24.6583167,22.6,"Pomacanthus paru"
"obis",-83.0578167,24.6798,21,"Pomacanthus paru"
"obis",-74.2318611,11.2490277,10.5,"Pomacanthus paru"
"obis",-80.1832166,25.2679667,12.5,"Pomacanthus paru"
"obis",-80.2619666,25.1349833,10.1,"Pomacanthus paru"
"obis",-83.04774,24.70403,20.7,"Pomacanthus paru"
"obis",-81.656967,24.49005,25.3,"Pomacanthus paru"
"obis",-82.9865167,24.683,26.7,"Pomacanthus paru"
"obis",-77.3446666,8.639,2.5,"Pomacanthus paru"
"obis",-80.2030332,25.23415,7.6,"Pomacanthus paru"
"obis",-80.1775332,25.3522,4.4,"Pomacanthus paru"
"obis",-81.8341166,24.4738,6.4,"Pomacanthus paru"
"obis",-81.71066,24.49104,10.1,"Pomacanthus paru"
"obis",-82.88333,24.69692,13.4,"Pomacanthus paru"
"obis",-80.1781167,25.2706,15.5,"Pomacanthus paru"
"obis",-68.248,10.82,8,"Pomacanthus paru"
"obis",-80.165,25.34,5.8,"Pomacanthus paru"
"obis",-82.94183,24.60466,13,"Pomacanthus paru"
"obis",-81.9258499,24.4451667,6.1,"Pomacanthus paru"
"obis",-80.5338833,24.9156167,5.8,"Pomacanthus paru"
"obis",-82.90345,24.63115,7.6,"Pomacanthus paru"
"obis",-80.206,25.28383,3,"Pomacanthus paru"
"obis",-80.28488,25.15991,6,"Pomacanthus paru"
"obis",-80.1635332,25.3871,2.4,"Pomacanthus paru"
"obis",-83.0729333,24.6472333,17.2,"Pomacanthus paru"
"obis",-80.5091832,24.9204834,5.5,"Pomacanthus paru"
"obis",-83.02925,24.6809667,18.6,"Pomacanthus paru"
"obis",-81.6902167,24.4881,7.9,"Pomacanthus paru"
"obis",-81.55968,24.51085,13,"Pomacanthus paru"
"obis",-80.4297167,24.96985,16.2,"Pomacanthus paru"
"obis",-80.2777333,25.1237833,8.2,"Pomacanthus paru"
"obis",-82.81415,24.72525,18.1,"Pomacanthus paru"
"obis",-81.75449,24.46105,24.5,"Pomacanthus paru"
"obis",-82.9246167,24.5808667,12.5,"Pomacanthus paru"
"obis",-80.16785,25.3712,6.3,"Pomacanthus paru"
"obis",-80.75519,24.76343,9.6,"Pomacanthus paru"
"obis",-80.2185167,25.22385,7.6,"Pomacanthus paru"
"obis",-80.142217,25.35215,16.8,"Pomacanthus paru"
"obis",-80.1329,25.4639,5.5,"Pomacanthus paru"
"obis",-80.1657166,25.3395167,5.3,"Pomacanthus paru"
"obis",-80.3476999,25.0355833,6.7,"Pomacanthus paru"
"obis",-80.2911499,25.15735,3.1,"Pomacanthus paru"
"obis",-80.14933,25.36172,9.5,"Pomacanthus paru"
"obis",-81.7827,24.4714333,9,"Pomacanthus paru"
"obis",-80.5504,24.9501667,4.1,"Pomacanthus paru"
"obis",-80.123533,25.414417,19.8,"Pomacanthus paru"
"obis",-80.2872,25.1552833,5.9,"Pomacanthus paru"
"obis",-82.8032,24.63593,5.7,"Pomacanthus paru"
"obis",-82.79448,24.63844,6.4,"Pomacanthus paru"
"obis",-80.1015332,25.5414667,7,"Pomacanthus paru"
"obis",-81.7166166,24.4791834,9.3,"Pomacanthus paru"
"obis",-80.0996769,25.5132058,19.2,"Pomacanthus paru"
"obis",-80.1517,25.38342,9.4,"Pomacanthus paru"
"obis",-81.42755,24.5423333,14.5,"Pomacanthus paru"
"obis",-80.0956666,25.5445,15.9,"Pomacanthus paru"
"obis",-83.0782167,24.6615833,20.7,"Pomacanthus paru"
"obis",-83.06005,24.67795,20.4,"Pomacanthus paru"
"obis",-82.994883,24.591733,22.6,"Pomacanthus paru"
"obis",-80.21167,25.22483,5.6,"Pomacanthus paru"
"obis",-81.38896,24.56686,6.1,"Pomacanthus paru"
"obis",-81.8763333,24.4523334,4.4,"Pomacanthus paru"
"obis",-81.6711333,24.4814667,17.8,"Pomacanthus paru"
"obis",-83.02558,24.67969,18.7,"Pomacanthus paru"
"obis",-83.0179167,24.6792333,18.3,"Pomacanthus paru"
"obis",-82.9136667,24.5954167,12.3,"Pomacanthus paru"
"obis",-81.7333333,12.5004167,10.5,"Pomacanthus paru"
"obis",-83.08835,24.6601333,21.3,"Pomacanthus paru"
"obis",-82.77793,24.70955,16.2,"Pomacanthus paru"
"obis",-83.0759833,24.6453833,16.2,"Pomacanthus paru"
"obis",-80.1928999,25.4343167,3,"Pomacanthus paru"
"obis",-81.71233,24.481,3.8,"Pomacanthus paru"
"obis",-82.8774333,24.5919667,15.2,"Pomacanthus paru"
"obis",-81.94296,24.47836,7.3,"Pomacanthus paru"
"obis",-81.5988833,24.5018833,21.5,"Pomacanthus paru"
"obis",-80.14571,25.43987,2.9,"Pomacanthus paru"
"obis",-80.9699666,24.6982834,6.3,"Pomacanthus paru"
"obis",-80.110047,25.551674,4.4,"Pomacanthus paru"
"obis",-83.05572,24.67823,18.3,"Pomacanthus paru"
"obis",-81.5777667,24.5055333,20.4,"Pomacanthus paru"
"obis",-80.12521,25.40348,25.2,"Pomacanthus paru"
"obis",-81.8486333,24.4548,21,"Pomacanthus paru"
"obis",-82.8814167,24.7110833,13.7,"Pomacanthus paru"
"obis",-80.1095332,25.4909834,5.8,"Pomacanthus paru"
"obis",-81.8594667,24.4548667,3.5,"Pomacanthus paru"
"obis",-81.92617,24.44467,3.4,"Pomacanthus paru"
"obis",-80.3009166,25.1187167,3.5,"Pomacanthus paru"
"obis",-80.7565,24.7655,9.8,"Pomacanthus paru"
"obis",-82.94745,24.543783,21.2,"Pomacanthus paru"
"obis",-82.7813833,24.6738833,13,"Pomacanthus paru"
"obis",-82.96213,24.59534,14,"Pomacanthus paru"
"obis",-80.2151999,25.2157667,7.9,"Pomacanthus paru"
"obis",-80.165,25.34,4.6,"Pomacanthus paru"
"obis",-81.89803,24.47387,9.3,"Pomacanthus paru"
"obis",-80.49435,24.9226833,23.5,"Pomacanthus paru"
"obis",-81.32717,24.57017,5.8,"Pomacanthus paru"
"obis",-80.20963,25.22442,3.2,"Pomacanthus paru"
"obis",-77.3586666,8.6704166,2.5,"Pomacanthus paru"
"obis",-83.0458333,24.6421,16.5,"Pomacanthus paru"
"obis",-80.4117332,24.9904167,5.2,"Pomacanthus paru"
"obis",-81.37639,24.55054,16.6,"Pomacanthus paru"
"obis",-80.3545833,25.02565,21.6,"Pomacanthus paru"
"obis",-80.3223499,25.0680333,5.2,"Pomacanthus paru"
"obis",-80.75035,24.7555167,15.8,"Pomacanthus paru"
"obis",-80.216059,25.258886,3.5,"Pomacanthus paru"
"obis",-80.75353,24.76471,9.6,"Pomacanthus paru"
"obis",-80.4157332,25.0174167,3.2,"Pomacanthus paru"
"obis",-80.1016666,25.5566667,7.6,"Pomacanthus paru"
"obis",-80.55926,24.89256,7.9,"Pomacanthus paru"
"obis",-80.90294,24.69241,17.6,"Pomacanthus paru"
"obis",-81.5677,24.5112333,4.7,"Pomacanthus paru"
"obis",-80.48968,24.93909,6.4,"Pomacanthus paru"
"obis",-83.009633,24.696633,23.9,"Pomacanthus paru"
"obis",-80.52517,24.90817,5.4,"Pomacanthus paru"
"obis",-81.8553333,24.4531334,15.4,"Pomacanthus paru"
"obis",-80.3474166,25.0359,7.5,"Pomacanthus paru"
"obis",-82.7753667,24.6673333,15.5,"Pomacanthus paru"
"obis",-80.4449166,25.0095833,2.6,"Pomacanthus paru"
"obis",-83.0245667,24.6770833,20.7,"Pomacanthus paru"
"obis",-80.4040332,24.9923167,18.4,"Pomacanthus paru"
"obis",-81.631233,24.4997,5.5,"Pomacanthus paru"
"obis",-83.05452,24.69053,22,"Pomacanthus paru"
"obis",-64.70402,18.33797,9,"Pomacanthus paru"
"obis",-80.1635,25.29205,26.8,"Pomacanthus paru"
"obis",-80.121333,25.43545,6.6,"Pomacanthus paru"
"obis",-64.81522,17.77661,38,"Pomacanthus paru"
"obis",-83.0402,24.6163833,21,"Pomacanthus paru"
"obis",-82.9952,24.6982667,20.9,"Pomacanthus paru"
"obis",-83.07355,24.66551,14.6,"Pomacanthus paru"
"obis",-80.3033499,25.1103,7.8,"Pomacanthus paru"
"obis",-80.4147166,25.0176833,3,"Pomacanthus paru"
"obis",-81.658,24.49244,8.4,"Pomacanthus paru"
"obis",-80.2166332,25.22455,6.3,"Pomacanthus paru"
"obis",-82.82825,24.7224333,16.2,"Pomacanthus paru"
"obis",-80.0953666,25.5985667,6.3,"Pomacanthus paru"
"obis",-82.81435,24.72675,20,"Pomacanthus paru"
"obis",-80.2153,25.2104,11.1,"Pomacanthus paru"
"obis",-81.8737,24.4544333,6.9,"Pomacanthus paru"
"obis",-80.1036166,25.5381001,3.8,"Pomacanthus paru"
"obis",-80.20034,25.30959,6.3,"Pomacanthus paru"
"obis",-80.246667,25.151333,21.8,"Pomacanthus paru"
"obis",-80.1343332,25.4590834,4.4,"Pomacanthus paru"
"obis",-80.2182666,25.2093833,8.2,"Pomacanthus paru"
"obis",-80.2083666,25.2327167,4,"Pomacanthus paru"
"obis",-83.0329167,24.6083167,30.8,"Pomacanthus paru"
"obis",-83.102917,24.6333,24.5,"Pomacanthus paru"
"obis",-80.1752333,25.3746,2.6,"Pomacanthus paru"
"obis",-80.1680135,25.3280468,10.2,"Pomacanthus paru"
"obis",-82.9976667,24.7042833,23,"Pomacanthus paru"
"obis",-83.06125,24.69162,23.3,"Pomacanthus paru"
"obis",-80.1003,25.7191,7.5,"Pomacanthus paru"
"obis",-83.06023,24.68772,22.3,"Pomacanthus paru"
"obis",-80.16057,25.43096,4,"Pomacanthus paru"
"obis",-80.3749999,25.00975,5.8,"Pomacanthus paru"
"obis",-80.3819333,25.0576333,2.7,"Pomacanthus paru"
"obis",-80.59543,24.86704,7.5,"Pomacanthus paru"
"obis",-83.09368,24.6631,20.4,"Pomacanthus paru"
"obis",-80.50567,24.92267,6.4,"Pomacanthus paru"
"obis",-80.159075,25.42299,3.4,"Pomacanthus paru"
"obis",-80.37567,25.06933,2.4,"Pomacanthus paru"
"obis",-80.2244332,25.1975667,9.2,"Pomacanthus paru"
"obis",-80.15468,25.43719,3,"Pomacanthus paru"
"obis",-80.5510166,24.9336834,5,"Pomacanthus paru"
"obis",-81.97798,24.43386,20.7,"Pomacanthus paru"
"obis",-82.8331667,24.6233333,14.6,"Pomacanthus paru"
"obis",-82.795117,24.733717,18.9,"Pomacanthus paru"
"obis",-83.0232167,24.6769667,22.4,"Pomacanthus paru"
"obis",-80.19709,25.29747,10.4,"Pomacanthus paru"
"obis",-82.8434,24.69124,9.2,"Pomacanthus paru"
"obis",-81.713967,24.49285,8.4,"Pomacanthus paru"
"obis",-82.94858,24.57491,16.3,"Pomacanthus paru"
"obis",-80.1532499,25.4440167,3.5,"Pomacanthus paru"
"obis",-80.17063,25.36632,6.3,"Pomacanthus paru"
"obis",-81.1407999,24.6251,6.6,"Pomacanthus paru"
"obis",-83.03518,24.61279,26.7,"Pomacanthus paru"
"obis",-80.5018999,24.9238834,10.4,"Pomacanthus paru"
"obis",-80.9666,24.6842,4.3,"Pomacanthus paru"
"obis",-81.94686,24.48336,8.4,"Pomacanthus paru"
"obis",-81.746433,24.466883,17.8,"Pomacanthus paru"
"obis",-82.7736667,24.6837333,17.8,"Pomacanthus paru"
"obis",-82.87493,24.70891,11,"Pomacanthus paru"
"obis",-83.03263,24.68483,22.4,"Pomacanthus paru"
"obis",-82.9975833,24.6736833,24.2,"Pomacanthus paru"
"obis",-81.08967,24.63233,5.3,"Pomacanthus paru"
"obis",-80.1914833,25.2462,17.1,"Pomacanthus paru"
"obis",-80.365383,25.016067,22.6,"Pomacanthus paru"
"obis",-82.94135,24.5911167,14,"Pomacanthus paru"
"obis",-82.99592,24.71175,28.4,"Pomacanthus paru"
"obis",-80.6102832,24.90445,5,"Pomacanthus paru"
"obis",-80.10034,25.65829,7.3,"Pomacanthus paru"
"obis",-82.97283,24.61905,19.5,"Pomacanthus paru"
"obis",-80.52806,24.90648,7.3,"Pomacanthus paru"
"obis",-81.68717,24.55383,2.4,"Pomacanthus paru"
"obis",-81.0188833,24.6602667,5.8,"Pomacanthus paru"
"obis",-82.836783,24.72255,17.4,"Pomacanthus paru"
"obis",-80.39,25.06733,2.4,"Pomacanthus paru"
"obis",-80.36931,25.01224,12.7,"Pomacanthus paru"
"obis",-80.08766,25.72858,22.9,"Pomacanthus paru"
"obis",-81.91425,24.4599333,8.5,"Pomacanthus paru"
"obis",-82.7746333,24.7087833,19.7,"Pomacanthus paru"
"obis",-80.1538094,25.4409776,3.7,"Pomacanthus paru"
"obis",-82.92964,24.66704,23.2,"Pomacanthus paru"
"obis",-80.1847833,25.2578667,19.4,"Pomacanthus paru"
"obis",-80.3826667,25.0072667,8.8,"Pomacanthus paru"
"obis",-65.08205,18.34064,9,"Pomacanthus paru"
"obis",-80.2069166,25.2318667,9.6,"Pomacanthus paru"
"obis",-81.4948667,24.5632167,7.8,"Pomacanthus paru"
"obis",-82.9203833,24.6852333,19.5,"Pomacanthus paru"
"obis",-81.39809,24.54747,8.1,"Pomacanthus paru"
"obis",-82.77027,24.6908,20.6,"Pomacanthus paru"
"obis",-80.2168667,25.2014167,14.9,"Pomacanthus paru"
"obis",-81.8360667,24.4627167,11.7,"Pomacanthus paru"
"obis",-81.4142778,13.3623667,4.5,"Pomacanthus paru"
"obis",-80.37667,25.012,8.2,"Pomacanthus paru"
"obis",-80.1361832,25.4707,7.6,"Pomacanthus paru"
"obis",-83.055433,24.678767,21.3,"Pomacanthus paru"
"obis",-82.923717,24.679433,15.4,"Pomacanthus paru"
"obis",-80.2775999,25.1167167,17.1,"Pomacanthus paru"
"obis",-83.059283,24.609917,15.9,"Pomacanthus paru"
"obis",-80.1002,25.5406333,13.6,"Pomacanthus paru"
"obis",-81.9935,24.4462333,8.8,"Pomacanthus paru"
"obis",-80.2267166,25.1864,15.6,"Pomacanthus paru"
"obis",-80.1608499,25.3955333,4.9,"Pomacanthus paru"
"obis",-80.0947499,25.5537,20,"Pomacanthus paru"
"obis",-80.215979,25.259257,3.7,"Pomacanthus paru"
"obis",-80.6135332,24.9044001,4.4,"Pomacanthus paru"
"obis",-81.40833,24.54633,8.4,"Pomacanthus paru"
"obis",-81.8694,24.452867,12.2,"Pomacanthus paru"
"obis",-80.4047999,24.9903001,21.8,"Pomacanthus paru"
"obis",-82.97515,24.7094667,30.5,"Pomacanthus paru"
"obis",-80.20084,25.30977,5.2,"Pomacanthus paru"
"obis",-82.8207,24.722217,16,"Pomacanthus paru"
"obis",-80.10713,25.4903,11.1,"Pomacanthus paru"
"obis",-81.840617,24.458617,13,"Pomacanthus paru"
"obis",-80.1582057,25.4688395,4.4,"Pomacanthus paru"
"obis",-80.0948332,25.5458501,16.8,"Pomacanthus paru"
"obis",-67.16822,18.46281,7.92,"Pomacanthus paru"
"obis",-80.3237833,25.0609333,18.3,"Pomacanthus paru"
"obis",-81.7515166,24.471,15.2,"Pomacanthus paru"
"obis",-80.28805,25.15585,5.3,"Pomacanthus paru"
"obis",-80.4662166,24.99185,3.4,"Pomacanthus paru"
"obis",-80.28683,25.2165,2.3,"Pomacanthus paru"
"obis",-81.4423,24.5786667,7.3,"Pomacanthus paru"
"obis",-80.1809499,25.3487167,4,"Pomacanthus paru"
"obis",-80.314567,25.073683,14.3,"Pomacanthus paru"
"obis",-80.1371,25.4912,4,"Pomacanthus paru"
"obis",-81.91559,24.4445,21,"Pomacanthus paru"
"obis",-82.9964,24.68695,22.7,"Pomacanthus paru"
"obis",-81.88139,24.45111,13.7,"Pomacanthus paru"
"obis",-80.75334,24.76485,9.3,"Pomacanthus paru"
"obis",-80.27983,25.215,2.2,"Pomacanthus paru"
"obis",-81.3951667,24.5894667,7.6,"Pomacanthus paru"
"obis",-80.16377,25.40387,3.8,"Pomacanthus paru"
"obis",-80.9111999,24.6997667,7.8,"Pomacanthus paru"
"obis",-81.98934,24.43205,26.8,"Pomacanthus paru"
"obis",-80.1517999,25.3571834,6.4,"Pomacanthus paru"
"obis",-81.71417,24.5505,2.3,"Pomacanthus paru"
"obis",-83.030433,24.65045,16.9,"Pomacanthus paru"
"obis",-82.9086667,24.6526333,9.1,"Pomacanthus paru"
"obis",-80.1524333,25.3120333,29.1,"Pomacanthus paru"
"obis",-81.2153333,24.5947667,11.9,"Pomacanthus paru"
"obis",-80.1728832,25.28155,9.1,"Pomacanthus paru"
"obis",-83.0162167,24.7104333,29,"Pomacanthus paru"
"obis",-80.1414832,25.3537667,17.8,"Pomacanthus paru"
"obis",-67.21117,18.00057,4,"Pomacanthus paru"
"obis",-80.27558,25.17639,2.4,"Pomacanthus paru"
"obis",-80.1483499,25.4861667,2.4,"Pomacanthus paru"
"obis",-80.15238,25.381,8.2,"Pomacanthus paru"
"obis",-81.39813,24.59283,6.9,"Pomacanthus paru"
"obis",-80.3610832,25.1486833,2.1,"Pomacanthus paru"
"obis",-82.9040667,24.6309333,9,"Pomacanthus paru"
"obis",-83.10295,24.642367,25.6,"Pomacanthus paru"
"obis",-80.1118499,25.5135667,7.2,"Pomacanthus paru"
"obis",-81.890167,24.4455,26.4,"Pomacanthus paru"
"obis",-80.14657,25.44877,4,"Pomacanthus paru"
"obis",-80.263067,25.232767,2.6,"Pomacanthus paru"
"obis",-80.3166333,25.0848333,7.5,"Pomacanthus paru"
"obis",-80.3529666,25.0307,8.2,"Pomacanthus paru"
"obis",-80.09362,25.62107,12.2,"Pomacanthus paru"
"obis",-83.0732,24.6674,16.5,"Pomacanthus paru"
"obis",-80.1537,25.3877333,6.6,"Pomacanthus paru"
"obis",-81.66935,24.47905,29.1,"Pomacanthus paru"
"obis",-81.68133,24.55417,2.7,"Pomacanthus paru"
"obis",-83.0632,24.678383,14.3,"Pomacanthus paru"
"obis",-80.1561036,25.3550321,11.1,"Pomacanthus paru"
"obis",-80.2064499,25.2175,14.5,"Pomacanthus paru"
"obis",-80.2099499,25.2215333,6.4,"Pomacanthus paru"
"obis",-80.9629833,24.7031167,5.6,"Pomacanthus paru"
"obis",-67.0779,17.9412,2.74,"Pomacanthus paru"
"obis",-80.2723,25.13285,11,"Pomacanthus paru"
"obis",-81.7195999,24.4996333,8.5,"Pomacanthus paru"
"obis",-81.3761333,24.5508167,17.1,"Pomacanthus paru"
"obis",-80.1538076,25.4287432,2,"Pomacanthus paru"
"obis",-66.12154,17.89966,18,"Pomacanthus paru"
"obis",-80.2404999,25.16355,14.3,"Pomacanthus paru"
"obis",-83.0374833,24.6775167,19.2,"Pomacanthus paru"
"obis",-80.9651333,24.7012167,4.7,"Pomacanthus paru"
"obis",-80.37708,25.00688,12.2,"Pomacanthus paru"
"obis",-81.4074999,24.5455001,4.9,"Pomacanthus paru"
"obis",-80.238,25.1607833,23.2,"Pomacanthus paru"
"obis",-82.97746,24.56734,24.1,"Pomacanthus paru"
"obis",-80.74,24.7678,10.7,"Pomacanthus paru"
"obis",-81.4088332,24.5453334,7.3,"Pomacanthus paru"
"obis",-83.0274333,24.7058167,29.6,"Pomacanthus paru"
"obis",-80.1001,25.66224,7.6,"Pomacanthus paru"
"obis",-81.7425,24.4793167,9,"Pomacanthus paru"
"obis",-80.4556499,24.9488501,13.3,"Pomacanthus paru"
"obis",-81.5735666,24.5470833,4.9,"Pomacanthus paru"
"obis",-83.033917,24.651617,19.4,"Pomacanthus paru"
"obis",-83.10155,24.63065,23.2,"Pomacanthus paru"
"obis",-81.7419666,24.4730667,8.5,"Pomacanthus paru"
"obis",-81.32717,24.57017,7.3,"Pomacanthus paru"
"obis",-80.4581,24.95333,4.7,"Pomacanthus paru"
"obis",-79.25,25.75,NA,"Pomacanthus paru"
"obis",-80.2644166,25.1463167,10.6,"Pomacanthus paru"
"obis",-80.50318,24.92172,13.1,"Pomacanthus paru"
"obis",-83.0330833,24.65255,18.3,"Pomacanthus paru"
"obis",-80.7565,24.7655,7.2,"Pomacanthus paru"
"obis",-82.88595,24.68171,15.7,"Pomacanthus paru"
"obis",-80.3457666,25.03415,22.6,"Pomacanthus paru"
"obis",-80.303,25.11183,4.9,"Pomacanthus paru"
"obis",-80.4225167,25.02165,3.4,"Pomacanthus paru"
"obis",-83.09158,24.66613,22,"Pomacanthus paru"
"obis",-80.3542,25.0259333,22.9,"Pomacanthus paru"
"obis",-80.55,24.9343,4.4,"Pomacanthus paru"
"obis",-82.8426167,24.6559,9.6,"Pomacanthus paru"
"obis",-80.88525,24.70895,6.4,"Pomacanthus paru"
"obis",-83.01108,24.65425,23.6,"Pomacanthus paru"
"obis",-83.02925,24.712767,27,"Pomacanthus paru"
"obis",-83.03338,24.65269,20,"Pomacanthus paru"
"obis",-80.3062999,25.1141833,2.1,"Pomacanthus paru"
"obis",-80.16363,25.40417,4.2,"Pomacanthus paru"
"obis",-81.7118167,24.4807,4,"Pomacanthus paru"
"obis",-82.8498167,24.6481,11.9,"Pomacanthus paru"
"obis",-81.40682,24.54241,22.3,"Pomacanthus paru"
